seed,round,pre_hash,post_hash
3,42,17952290482768124382,15460361332819080129
3,43,16774854246325899252,5211501388383377771
4,1,7538556533270828360,12686890237546985228
4,2,8824016839614053983,12260174833024553663
4,3,9253441614334356145,11938577148983477708
4,4,11574482265380160163,10645383687985013061
4,5,16423422147054778333,1918029536654556299
4,6,10891451777914362198,4564810752151413223
4,7,142051719185140391,13827800049731051415
4,8,11798259793285007447,8283245314244845564
4,9,5685182988078975893,11750351113924947839
4,10,12670920877583397554,5249838575153873222
4,11,9711800972154159512,1520438456424741609
4,12,12798140042344823910,4478260701603304040
4,13,10788405604623382043,8387848469363948106
4,14,13211132897707752373,16848725434999775850
4,15,12251444330239949546,15059402432720303632
4,16,12343796108620581045,2609708558486867939
4,17,12857317459949566183,5997785102017150576
4,18,10874849535103278289,4563386208531374256
4,19,6568861253415582989,6160216038585903857
4,20,14987605919980795604,2569093559900907102
4,21,6179924571897350199,18283127158407645938
4,22,16767435840000325203,1913686626410595985
4,23,14764478686525510259,9832922133982411351
4,24,5980583260768197864,736149161877333809
4,25,15304121676307773862,15695503903195174155
4,26,4142271012022894794,14779349717293279747
4,27,9305857914422406659,10326126419906885852
4,28,3034087631575724206,7235499119298138938
4,29,3291981856156185853,6490894777967171114
4,30,6094944413490473636,16483027225207250673
4,31,2286198239164584413,2915075348766278685
4,32,16015712140842134530,17399981089379797907
4,33,1915447226312308948,5447421138388714595
4,34,14147973773705786588,11585912154146330883
4,35,4901471399968548735,10618413626238287168
4,36,926255471609873706,17883638019720114927
4,37,6908009524771968380,1047104870195154361
4,38,15348367600674086497,11107920209681983234
4,39,793224638750379414,6304359344129034555
5,1,13695321469343384506,9175131187551898648
5,2,17928542086066510121,16025239703555690274
5,3,14385956650760123950,2520933679791908737
5,4,1090175238120207154,1078043441824839435
5,5,9372739053912678596,2703197599648272672
5,6,13718179973989442305,3450020460967203849
5,7,14989813733010349298,10434009936932407501
5,8,6706231459090257345,8213426954152797865
5,9,8135281058671710966,9274348616447685987
5,10,5905077797264317298,770174448663332201
5,11,4408334324469035146,8635173369947522295
5,12,6092321079902934446,4021294555372756262
5,13,4667538478289492173,341256072913554438
5,14,14189782023458753950,3791474178686834867
5,15,10032462255352458256,17919704769974594876
5,16,13399742453610008549,16919677469817622470
5,17,10179057595210124461,12481379564153926309
5,18,9854808408825290317,15759157169311214510
5,19,1249224964915149117,14011496077903283057
5,20,15534483402658992595,5692314864777015996
5,21,2722594684641552316,4983384264397395132
5,22,6376004784732838124,13257058222162975142
5,23,17953872917050951052,7716820271207282018
5,24,15207377474993971029,10547038983435074011
5,25,10480621338976784376,17570306095977396791
5,26,17265481527882740599,4528944316864563228
5,27,7809283613500889226,6080277039128564781
5,28,12347044231977455556,9437641739549181310
5,29,15478365200447898104,14835522283690884811
5,30,6677710849742874509,6846484956600540247
5,31,14267704830258252291,15467751214704893684
5,32,12875512187479521713,11665830017207660169
5,33,5881553602332191668,3807812886220283587
5,34,9923995297786063536,8188210696179863917
5,35,10676105408989664877,13188954537647878154
5,36,2573131466468331341,1547471393753237834
5,37,16629493527999381413,298309147217654871
5,38,17130619080477805259,6411799928252804138
5,39,10529061984777994177,69208912705041182
5,40,13330735989400025087,8618257733126006107
5,41,4528720482622732772,4906559543199065948
5,42,420506250317929055,14695848099660477129
5,43,15814796962612739606,3070567391308684952
5,44,1168220135365185332,16311945503203282491
6,1,3383519301000003214,8423642877414739572
6,2,5651927854855759068,9625704585804753309
6,3,811770732250265900,14012603920989667188
6,4,9803024723776712551,7326105722614235203
6,5,15449894278392132941,12302410965415431157
6,6,11558463276113880684,15563972490099349846
6,7,12286848397195985753,17026096329564343110
6,8,2953475357961444295,13471886221570538027
6,9,7260437612296813181,2332906245545981611
6,10,16551334164466379406,16174479516676211086
6,11,11126603189402895744,11728612115946236049
6,12,2773630698834732065,16605130657721579748
6,13,9176962359042858972,11403360372275736404
6,14,7596968679942753375,13610548012049604776
6,15,6960041590701385554,8762702742454050415
6,16,3479612472680918040,4111815672289200532
6,17,16515577171920382643,11346346723488952868
6,18,14815389437864076328,10802016439792704856
6,19,13210824808891820690,1274691927373941120
6,20,12035908866819418612,5202648045754013682
6,21,2138315811922970456,9922998843401875382
6,22,15494303600360796399,11377927623466266612
6,23,1074899130399863187,2030990219517201449
6,24,8485089643585755794,11682258812023533256
6,25,15425614300837809976,8948283374195337347
6,26,2514598685043700452,15389438960596554864
6,27,3562626006126180372,16107553733519725381
6,28,12268598337561406186,135956634504103081
6,29,5609743049911806570,6989142195139693511
6,30,12611230230267700948,5572969285716325762
6,31,4716007325145729570,16674799600887919213
6,32,3560860307644052302,13890377274354507799
6,33,7669156561749095398,11713397241743979909
6,34,9344073055476609099,17908995577269343388
6,35,2530416401988241764,10105436700379207739
6,36,1456333853370384245,16683847131778855857
6,37,10059274618982378573,16770480088808103170
6,38,17277618123472781738,12609934650011185088
6,39,12411100907676787746,6160103982477916006
6,40,14822350635215612164,2255698412408104666
6,41,1826304470135109758,10141329866082667442
7,1,16547388143968395714,2083981444134358581
7,2,1557201291238825894,13631398680171214836
7,3,44554751265168316,12200643214174182908
7,4,8287487338220091789,13134300437208035219
7,5,12215230330553880356,7247728580271735575
7,6,6338700607471293910,691547033902474778
7,7,2464993008490676373,7302403567537078907
7,8,3037340925266696685,10978506222281938049
7,9,4110909756448005696,17676268493420357081
7,10,365355482132797082,9097771109310323707
7,11,12362678509863010097,6460142438067695350
7,12,8601360868589131506,17806381634205943991
7,13,3532602632332471716,3372103541276418297
7,14,1187328585255410450,3435269761370384827
7,15,8321268949229993405,16299805106304659528
7,16,11940479738431027726,2356443067816159533
7,17,3899103000205831806,14550328132411197278
7,18,6790059096277416854,16811968131510814523
7,19,3038507302173188432,15688117540346198534
7,20,4852476610896695890,1985107263051224125
7,21,8102885668397695994,9393753248439775827
7,22,9739405829029270865,14026242545499397018
7,23,16691257645346421102,11395556348615885324
7,24,5134645620566921133,9042500246358366682
7,25,3051306347733521555,9176408920633967507
7,26,9811514625805701810,3568951742079560516
7,27,4408347940653804664,3741938247880371041
7,28,10050191670145909200,14191347687244243453
7,29,4757185297957115310,15874026592454197090
7,30,877719612290016979,14883650145204247722
7,31,16419233093978681389,5354037418614416094
7,32,17502037753793880087,17559186781849060999
7,33,14253049790341927465,2261251186064179074
7,34,2544108979465977961,4630217245830219161
7,35,12993888587248308049,8634663964350599504
7,36,4568061128366468231,16873747291116052840
7,37,16080984677382690988,11336228988670051329
7,38,6957333477848912849,9916461044839360256
7,39,18147906461832368025,9690436369304678292
7,40,1995002093359875342,15890299505359852701
7,41,12595222770728031308,127407200411569241
7,42,8490166983960638210,15405822131696635084
7,43,3679083869762996369,13443801309520638922
7,44,1764771690083205480,4131313767772873054
7,45,12923564987639492383,13966163472418737181
8,1,3307779709905721460,13782154851602407376
8,2,16361337129130982416,11593475704210987460
8,3,11845211292146116582,8860135535506120276
8,4,16574685842469010479,1758564071958649878
8,5,2779293052687764033,12881372017178530364
8,6,16691618822382279502,3552205236797381354
8,7,12766003018781537102,4193707671591139692
8,8,4967841588170443763,15457029496023369806
8,9,14460432174016729479,8411127604903966765
8,10,14453389768446164794,3704123530675651466
8,11,12357023707874029991,17881819342212728201
8,12,2055136454814366998,3423939130631034715
8,13,14795112070128294030,9054527134081989390
8,14,4624393965396665410,5489622919148982343
8,15,13418118952675666453,1063371069612421443
8,16,2282575248587366169,16457217994849502572
8,17,5310162229815716501,10732753909394223253
8,18,16237286017903283601,8765317131157917368
8,19,4166247586572464996,5045628446402877871
8,20,17021368239437044327,13079814440914752817
8,21,3442813991629999562,4743348370476448721
8,22,624036029565470204,1675214450822843485
8,23,12496350252443941963,5491666892298741463
8,24,4508130698754717156,8810274942975721862
8,25,8082695239771642713,14084951213472410932
8,26,9417110278479207039,1653699532462292040
8,27,10328771165423173106,10827920241649908599
8,28,2540530657845084727,14367212914437514433
8,29,13806973392535010848,7715904677376406176
8,30,9726469342159045749,1770478906395291957
8,31,14373437064116061937,11264349347535253243
8,32,2311006235676671853,7615131801527621663
8,33,2062066010519218280,12598906588574814562
8,34,16384001039622683948,15592383876494339436
8,35,6126600948284813016,14734636784952535666
8,36,1560009779681386279,5675494714051006843
8,37,7103582804709188053,12274634227959222158
8,38,2031738282248038707,17876501043300621295
8,39,1378754448700672051,5207539409058558999
8,40,4219819551722716203,3423147201475388995
8,41,14855516968914119467,2053310730722839212
8,42,11452943729146563729,14478016017783320225
8,43,3859118951362760772,1435868739706029071
9,1,4474458204643112206,2528707637053585525
9,2,13820715594567526645,144970399041078949
9,3,17120026910869553601,17588270362412381952
9,4,11162418891905269998,8442651921513677446
9,5,9647976445389689281,5181934249842626743
9,6,9145891057637422170,1269534540985815136
9,7,13124996263656479756,11925243354343914132
9,8,14234926349930162910,11135819361681803416
9,9,7303936082925072218,3832963285979316121
9,10,4135727448151220619,5946809280463620674
9,11,11169031763033308259,7526651997969725935
9,12,1981850368223372716,6333589131572445812
9,13,4185247027592661801,2991584627825832755
9,14,849545176928946898,13323822563878896911
9,15,4877713893166550249,10211650059440035287
9,16,1919858988754067564,5166416434869806876
9,17,11944691743331958273,2128541562994713670
9,18,6820558356405853922,9378754623558786776
9,19,13206984935606871463,7666846672466284585
9,20,13849178350108622911,2852037671178526577
9,21,6544517090682386703,7847518526236950574
9,22,1310133982326422329,1857198969351592132
9,23,2837425160327855067,18064348760232858834
9,24,8162594789914750718,4189773256713012251
9,25,1023125000909240093,9231594580354386647
9,26,5975294954185782100,15942674780135564636
9,27,14403156019885530080,4139667920207165666
9,28,14386653331767067328,766558406997833720
9,29,9273389030820492279,6634887023562651107
9,30,16207615170159740518,2941704766017440364
9,31,11382708229271136348,17154878211220595283
9,32,2365921231856434010,8111036938822587491
9,33,2751703641311345916,12206289111971414429
9,34,14972006901593373800,7077550101840988757
9,35,14289826513414806065,5428110289903803622
9,36,16279322500285898664,272996835808259324
9,37,14970385327140672279,9359826593367977401
9,38,11260473318702110474,10839622425811679289
9,39,17488648093642319986,17892088035042606260
9,40,203147381233425296,13391931685278746377
9,41,15291862164077508981,14129293779698437578
9,42,11940245263834961807,15949614455020548788
9,43,5797290673182219825,6124218418993075548
9,44,1630615468988474904,11530105463166530280
10,1,13914456554905859807,6432715774991326486
10,2,14308228866083572953,6486366192206564107
10,3,7503761932066043254,10523159836822831629
10,4,16326411903927050527,6235576575893756073
10,5,3698851833733546407,6591225491295124931
10,6,16024964737423973990,5151165746905232237
10,7,13829984766492067228,12633570995096434675
10,8,563283647770918466,12709872149209220136
10,9,14613954600808738649,18005724019317308671
10,10,8752239018383256961,7312634468523160973
10,11,12950044643053444526,14000750424695596976
10,12,13832893941658579732,2972861099521107375
10,13,4927722822874631841,10700608659846055166
10,14,5462722989050886115,9050257707884693750
10,15,8980787369809118689,9566390537767378335
10,16,14529950761871216421,9292168977310042356
10,17,17870935961561242843,4014781217935174927
10,18,12195074940612180092,789565011503700549
10,19,16626410261282751257,11046851268508685330
10,20,1289331866343226595,8374366735901822812
10,21,13275522399641611054,10469643258794475622
10,22,16377930725847762241,16945792648212026400
10,23,1634955309546001756,16493457807759733268
10,24,12728448271670562129,11987501641241137228
10,25,18130669327117982811,14630984235780982012
10,26,10438176078902431420,11723802885781555919
10,27,2706647512409479315,13681479781610905798
10,28,4455543909105009913,8308542097068409722
10,29,385196911841395731,2013843802209228013
10,30,8023111719582954642,15656976611377578111
10,31,3280412826656633870,11279739136013534135
10,32,3702033535087192214,11016392300774493538
10,33,4628697909029711277,13635845631986165999
10,34,14941275027251071204,10278306539092893359
10,35,16971054157439510697,14890045592695532849
10,36,3352506887144810709,1372461388854881869
10,37,5394869254033184696,8036899192184572318
10,38,5908291706484351173,2790074650782245265
10,39,4115928956229392112,6140697723655476691
10,40,2278929180283381206,3630060844438511811
10,41,1800529702755239320,9549302957920640610
10,42,16606066677573382992,12254500779254155554
10,43,10950114917115570951,11256553083198931857
11,1,5089011391101658737,10361438930049739789
11,2,6529939478470788456,3881196985108944508
11,3,8265146052112549986,13397820057718866579
11,4,18225104269839779549,1392544974582978276
11,5,10315246388306588098,4107806227419834932
11,6,5443385616806172118,3311058315967422587
11,7,3481308419000923442,3781701821894291834
11,8,2843793744213980509,14676836231134830792
11,9,15780380450420527548,11093806101213029013
11,10,662733542858191068,4530008723539190890
11,11,302288503731776005,8814357113546312158
11,12,1132159051500465326,1472731020307806159
11,13,17088805892029460314,14362035873544785054
11,14,9950135721154273760,9289182669911855251
11,15,13410420420174288661,5209267429746131725
11,16,15640499650089541998,11786135141376504523
11,17,1156113532609544941,10320032268970049761
11,18,3168109133289132847,11119543549585571444
11,19,1032120412518981657,7385939852570876754
11,20,16900946990096427320,4076090137578534363
11,21,3592517858439766833,15882889736871038796
11,22,7847233599214663809,12299069208382804206
11,23,15947767602398992412,7537185290372592107
11,24,10030662274532386974,1257653035304794556
11,25,8793897766144009485,10163675590084146366
11,26,7586341629647631939,1019228817296943645
11,27,7017422689256929286,10980043726385343881
11,28,2711119463640188615,14853430560758337070
11,29,727097045542309189,13374363257770480457
11,30,1977272924782757282,115409392297998197
11,31,12549176959107512230,14159406605186561805
11,32,6190305242877390807,14525022820990060588
11,33,14141101990240839113,9107415059121145252
11,34,16263253109862645659,8217679589486813775
11,35,15993834725602822552,5247484383322341436
11,36,13482074390918376099,9834633974819739887
11,37,9300620052040033759,16828137519024902281
11,38,9430976436154123407,9871115377270622219
11,39,11469482700732801321,3746019778165844088
11,40,11875830394125743378,7294815014965521001
11,41,16790509543145420669,7091752598495164231
11,42,16749786748731195728,2914167548964375446
11,43,14568414152572860995,2671534934657277177
11,44,3260785242123461401,13469845960708504640
11,45,16962675207923915844,9738573839907485932
12,1,1008846273267319807,13156011106486754574
12,2,4188293110089744285,13942684703487006147
12,3,8342634598137547494,17201804770443273841
12,4,10123954026679441853,12572392618804367941
12,5,1564567310375994723,15088900301514856914
12,6,11319704464978401845,4893361761780417683
12,7,11758317566631321808,2454131364921415924
12,8,2310449034146492074,16132949732546622989
12,9,8531487976226227001,16342577496109961980
12,10,13625324898475487922,16664228164078683891
12,11,7730263524428292829,2602243182306750029
12,12,12559909786280369782,5119524207617843329
12,13,7255991225358949502,10568432885931230195
12,14,12662399590703138981,39015684023116090
12,15,12383975396162607119,16124929841796514446
12,16,15243761879795306248,14014980129994269096
12,17,15867322627697003674,10217234886991696080
12,18,14636443810725271232,1637785430386423328
12,19,15852648810565351426,1215379331624249691
12,20,10274742808987787032,17936224081044552736
12,21,4684976404390198372,6520791816417570257
12,22,12630892163031971936,14833252065166570452
12,23,11574631553856569897,12882067575555143192
12,24,10591469578225455415,4642839574304187026
12,25,12588589431088497504,18344697091528205445
12,26,8498606151055521265,9548343835587181276
12,27,11567091515603668735,2877642067836135369
12,28,10424463781294364579,5975803422569954820
12,29,9284617662886853624,3489693647022051855
12,30,9593226175213211029,9479882873794716869
12,31,14810610809612833879,9831239464045961270
12,32,4343885743972447197,1436693400165014539
12,33,3807954762860576312,2332684738591771682
12,34,2035802124209668121,15843208647696003402
12,35,4006091623299427157,5333888874477813885
12,36,15604302093499791844,11698047114729495958
12,37,14711005087969761143,17288219730739642543
12,38,17945465811602124371,4581930188354967267
12,39,8391750150447979497,3075740278572300561
12,40,11514355395605545422,5765769394066474953
12,41,8819488082587911338,4260900254459815645
12,42,4159883090930403172,8207609720294092999
12,43,10903011180960932573,5777228506197190758
13,1,11694442607773141466,10833544861370142726
13,2,8458675740653387013,18132901539889019324
13,3,13654825164229562981,3395114224110075316
13,4,3264782567010314366,3916412061515388275
13,5,15625775702111817091,6323673527044944916
13,6,17141998357298518813,14241217053776076687
13,7,6461236423564413207,6036416209604623589
13,8,13548367364597008,7711654816613094515
13,9,7195827260294600342,3434575996450560181
13,10,8154642526786691928,3414979412711741550
13,11,5830075175581030852,15614397769895795324
13,12,498652958817734135,3209299674322158014
13,13,17611034962497497950,8015743668511526325
13,14,10568356324186662465,16705728146114820075
13,15,6328037034553016712,9623813953338147555
13,16,15961821703077724033,14431732926744945366
13,17,12950978839672061913,15799558050156366373
13,18,3194846369494813273,12594180765722532345
13,19,2165061311338643261,10135763792123527137
13,20,5611025384013035005,17667503771710463505
13,21,15161543307807874943,16831098693363581392
13,22,13960556098971772450,3992060536214647316
13,23,12158869716230468842,11613547988783702891
13,24,15848425610554084877,14980572834880740175
13,25,17622669523797969493,7169173315927441994
13,26,12436301724478663695,5167181003072365476
13,27,6975846377383552232,5858163190070401001
13,28,3397855537891475406,2201721377271822059
13,29,13237880947206126904,15353648765366701565
13,30,17692706588689394839,17203739195764904525
13,31,2541929440877455881,17924080023404045211
13,32,603930676346913726,11989058679587435629
13,33,17896932864834278660,15907994671916251523
13,34,11830337827835247658,15415783182077674629
13,35,8868206837265355114,18230414514198280299
13,36,11937649230356052092,16089872807662126770
13,37,4100887169130475032,5048253507557420260
13,38,10974160499081982896,18071185807121801884
13,39,2719281601635142725,13897143420091702358
13,40,3201677890335151136,16881012213182547317
13,41,7769600418817603324,17810703916608483725
13,42,18052314016958671691,14373009840075935378
13,43,14425538423054898222,7757636311528555009
13,44,15023373238580311792,4157725268379715753
13,45,11459202471102769595,3460187722884623200
14,1,11419995620006305700,4480148625484227383
14,2,8342839372025314437,10096800332756670672
14,3,6725355206975199605,8299951084074311873
14,4,16751934791298297685,9538594251125031338
14,5,10353280705774239590,8938091951512701081
14,6,12652101540807336709,13614438224187649734
14,7,7574382001025920915,10887828008132231785
14,8,5551833090038143876,14981231117501655745
14,9,7543107814823661153,16363720888941925971
14,10,29163400242953041,10649996682123750573
14,11,4919940795622378270,11930898687917629811
14,12,13254618055337813535,2082887862860226049
14,13,8536182258673316466,16589111966734285606
14,14,7119772893375991900,16128940067357730237
14,15,10881304070064147632,9898086236679337596
14,16,295093042733812457,11445063743445695080
14,17,2085651367960289818,8285209290161027207
14,18,5156308841488658070,13983669189102501007
14,19,8847771630866476330,15145571276322243176
14,20,6366613841207217551,6619663294830414787
14,21,46599326207252764,7278664062736739140
14,22,17995233609632743740,2749700862648994538
14,23,13406384308493839990,16517340055759850759
14,24,4121317783199290710,2311108563256840177
14,25,2687317843840165367,15388757459459698821
14,26,12852922012779233107,10909667244972773189
14,27,8364456524863205768,11637465237870212253
14,28,17889573691423386950,9917432195153434577
14,29,8343640988393229211,6475646164461391549
14,30,2795050920059731751,9834131518159365907
14,31,5496137931531961328,500421140254688301
14,32,17646622991582379843,966959299598786276
14,33,15770938157627834388,10578895443309479991
14,34,14859416141837899692,6339358880957481396
14,35,10805150385509246977,5110445697529111724
14,36,262638839997313725,9490710302449151084
14,37,6587495128490420406,335589321159745204
14,38,8552366477203506456,13093118185089004995
14,39,2092027217224466238,7000997213355260766
14,40,4635951445321492646,472467884366480157
14,41,18255519498785411597,7493985172054922862
14,42,1170695517497186052,18157215911546134876
14,43,4528092798875565115,4166659288753615607
15,1,13824864317739726440,17999854982853971836
15,2,11612538560138360223,15576969972456568869
15,3,10407322300353440509,16708967940254738723
15,4,14620092157436424427,9207432924209301443
15,5,12330655699463732607,1821589995688874320
15,6,17754348121429909562,15045701568698915143
15,7,6517971111328877782,1345066361457290511
15,8,4437971002409976197,8550799185148404383
15,9,18399517292899684796,12311648027075528823
15,10,12191517792837221977,9852888202301841196
15,11,13663269697570603856,13743126500696636208
15,12,11920252066758104907,5956627478250193070
15,13,5658589361802345349,5122257918075287848
15,14,13022470085871648285,5335981360448576848
15,15,8506532694024465269,17220456190399757925
15,16,1488096905438494265,13054513158221094639
15,17,1179127663556263177,10308614778274731918
15,18,15025110332105454915,16246957650490764916
15,19,1896204845956519018,12573431293903897724
15,20,11157696107694168345,7761195587905680239
15,21,2786699761112913986,13924720302700933769
15,22,1076454361191208366,5132886086982525429
15,23,15103997958412377591,8974315691155111175
15,24,17482993175292239816,12462297511141402534
15,25,17739294616987831040,7288938956697771273
15,26,2027687840714817449,16489846999120107676
15,27,6141514025647032466,2998389528475973625
15,28,6240867606011946822,4063752308783007457
15,29,16583984795712754600,1211491593210310486
15,30,16672163651259005535,97494238620600245
15,31,9056880643176305871,5089872120832412704
15,32,8782071753571086247,5901768124638083089
15,33,4742017655819545379,13509411456024797733
15,34,1164957385338276445,7188958006289798849
15,35,13124010588023625429,15140887863509572013
15,36,13554006243044098457,4331655282729027189
15,37,1909043526072614017,8176409014033268034
15,38,11833058207146400504,9768406892994601181
15,39,9785301932318087071,4359897560036630614
15,40,16103566891464363899,18089463479947862751
15,41,17912874406347824459,9840066819278148240
15,42,5777015643807868689,3473693123201263763
15,43,18057799970455424254,15626892917311748450
15,44,4536097040416225417,11939289329124063582
16,1,3495652537601853457,17018328435507734475
16,2,684919910499188160,6277653181180604082
16,3,3133119053816836404,11377069980185078243
16,4,16509324769591264024,16446869503683957456
16,5,8405728287698769346,14469845878135647938
16,6,443253340382986965,7063202836288927709
16,7,3022416823604432325,15459075014638260973
16,8,9420525889745409703,1398979579444153853
16,9,12286570693099499656,9248808866780330123
16,10,7000711803661085761,6645425863025121371
16,11,4767782877402144034,12340734868735356309
16,12,5946349384846825446,7022175891695716123
16,13,5303203067264690477,3023924775824710114
16,14,8832861686918094911,7805587728918043961
16,15,18100733545041854787,7004511234426599891
16,16,16895101413997196735,2490179883341400194
16,17,15357883671171038861,12474332392791286422
16,18,10702383591929189802,10012663488714763400
16,19,9951011662416641724,2881717959243982594
16,20,2679582987622352234,15553601715592873377
16,21,15930802389496651817,17673698425114075528
16,22,13952264514854461351,6260338443214760224
16,23,4029840570588132358,15694733304818398159
16,24,13779210674566485923,8537808240498414619
16,25,10788702910913773506,11355814195481553243
16,26,3454313649429491570,9953102455414021979
16,27,2403604014488315111,4616436070986859715
16,28,17500760107740368922,14851549704318886028
16,29,17744861470756261745,12852511989277894777
16,30,4632133295681362237,16606870060012062542
16,31,2503912864293691592,7776114147170446990
16,32,11897607613580489705,10219572626774169670
16,33,15737685656034672572,6069624575648311324
16,34,7325173228824000514,11474361547190183369
16,35,3283591857062475169,2344628746857467690
16,36,5894977772059621464,6693163948010065418
16,37,2012008238738783271,10625906516582099696
16,38,12890482346528616671,4620065302479560002
16,39,862889792049982064,13758061091869133835
16,40,2930530989708637020,11931215277992849103
16,41,1245449654912354616,6897567064851613578
16,42,11991608930375186985,14023365269621849688
16,43,12020209304551421013,5728690530754843703
17,1,6722341778467460689,5119461514385238535
17,2,10364122208466252611,1514775049810824185
17,3,1123512503071064180,5820534670075022382
17,4,897860763927552167,14650412195746717218
17,5,15389532899717801262,5202571079885100544
17,6,8434834243460095085,2759510301943814614
17,7,15724147316494687125,16938745954007215794
17,8,3582056235161547873,10105080076876740913
17,9,2275833640493307512,18436922938641814100
17,10,3048169087115070290,1496659960794919839
17,11,6675144485980827797,14171897464709222888
17,12,16417188517451550804,8561028407682724263
